File,Index,rows,cols,Original
MAP014,26,3,18,«FB30»«FA0C»Ye could even make↵«FA0C»cobblestones float↵«FA0C»like clouds...
MAP017,0,3,30,"«FB30»«FA12»Here comes one of Parliamentʹs↵«FA12»watchdogs. You, go back and↵«FA12»silence his yapping."
MAP017,1,2,16,«FB68» Parliamentʹs...↵ watchdogs?
MAP017,2,1,20,«FB90»«FA12»An agent of the VKP.
MAP017,3,3,22,"«FB30»«FA12»You can follow orders,↵«FA12»can you not?↵«FA12»The VKP is your enemy."
MAP017,4,1,8,"«FB60»«FA0C»Now, go!"
MAP017,5,1,4,«FB60»«FA12»Sir!
MAP018,0,1,25,«F800»«FB20»The door has been locked!
MAP022,0,2,18,«FB30»«F800» ...I do not feel↵ Iʹm welcome here.
MAP023,0,1,15,«FB60»«FA0C»...Whatʹs this?
MAP023,1,2,21,«FB60» Thatʹs what Iʹm here↵ to find out.
MAP023,2,3,17,«FB30»«FA12»It does seem well↵«FA12»fortified for a↵«FA12»wine cellar...
MAP023,3,2,32,«FB60» Oh? Leá Mondeʹs wineries once↵ vied with the best of Valendia.
MAP023,4,3,29,"«FB28» Since they went out of↵ production, the remaining↵ vintages sell for a premium."
MAP023,5,2,20,"«FB60»«FA0C»...If I find any,↵«FA0C»consider them yours."
MAP023,6,1,21,«FB80»«FA0C»You plan to go alone?
MAP023,7,3,24,«FB30»«FA0C»An agent with no combat↵«FA0C»experience would just be↵«FA0C»a liability.
MAP023,8,1,9,«FB48»«FA18».........
MAP023,9,3,27,«FB30»«FA12»Tell me what you know about↵«FA12»Müllenkamp and this Sydney↵«FA12»fellow.
MAP023,10,3,28,«FB30»«FA18»...Sydney Losstarot.↵«FA18»Leader of the religious cult↵«FA18»Müllenkamp.
MAP023,11,3,32,«FB28»«FA0C»His real name and age are↵«FA0C»unknown. One of many self—styled↵«FA0C»prophets of the apocalypse.«FC32»
MAP023,12,3,20,«FB30» So why would a cult↵ missionary commit↵«FA0C»such a crime?
MAP023,13,3,34,"«FB30»«FA0C»I do not know what the cardinal↵«FA0C»thinks, but the VKP believes he is↵«FA0C»no prophet«FA02»--"
MAP023,14,3,34,"«FB30»«FA0C»Indeed, he is in dark alliance↵«FA0C»with Duke Bardorba, who controls↵«FA0C»Parliament from behind the scenes."
MAP023,15,1,29,«FB88»«FA1E»That the cult is but a front.
MAP023,16,3,31,«FB30»«FA12»Perhaps this incident is a sign↵«FA12»of some falling—out between↵«FA12»the two?
MAP023,17,3,20,«FB30»«FA0C»...Or merely another↵«FA0C»of the cardinalʹs↵«FA0C»witch—hunts?
MAP029,0,1,26,«F800»«FB20»A door opened somewhere...
MAP034,0,1,10,«F800»«FB78»«FA0C»Not again!
MAP042,0,1,25,«F800»«FB20»The door has been locked!
MAP046,0,1,25,«F800»«FB20»The door has been locked!
MAP047,0,1,11,«FB60»«FA0C»...Merlose?
MAP051,0,1,25,«F800»«FB20»The door has been locked!
MAP062,0,3,28,"«FB28»«FA02» ...So, the knights who came↵«FA02» were not the kingʹs men,↵«FA02» but the cardinalʹs?"
MAP062,1,3,20,"«FB30»«FA0C»Knights of the Cross↵«FA0C»led by Guildenstern,↵«FA0C»my lord."
MAP062,2,3,23,«FB30»«FA02» ʺThe Crimson Bladesʺ«FA02»--↵«FA0C»in direct service↵«FA12»to the cardinal.
MAP062,3,3,27,«FB88»«FA18»Guildenstern led his men↵«FA18»toward Leá Monde in pursuit↵«FA18»of Sydney.
MAP062,4,1,9,«FB60»«FA0C»...I see.
MAP062,5,3,32,«FB30»«FA0C»...Send one of your men in the↵«FA0C»armor of these ʺholy knightsʺ...↵«FA0C»Set fire to the manor.
MAP062,6,1,16,«FB60»«FA0C»Fire...my liege?
MAP062,7,2,20,«FB60»«FA12»The fool Sydney used↵«FA12»his wyvern.
MAP062,8,3,24,"«FB30» We canʹt have witnesses↵ telling the world, now↵«FA0C»can we?"
MAP062,9,2,19,«FB60»«FA0C»But the hostages...↵«FA0C»your family!
MAP062,10,3,19,«FB28»«FA0C»Irrelevant!↵«FA0C»Burn it. Burn it to↵«FA0C»the ground!!
MAP062,11,2,11,«FB28»«FA0C»...What of↵«FA0C»Parliament?
MAP062,12,3,32,«FB30»«FA0C»The VKP (Valendia Knights of the↵«FA0C»Peace) have formed a squad to↵«FA0C»deal with the felons.
MAP062,13,2,21,«FB60»«FA24»The Riskbreakers...↵«FA24»Those meddling fools!
MAP062,14,1,19,"«FB60»«FA0C»Your will, my lord?"
MAP062,15,2,27,«FB60»«FA12»...Leá Monde is yours.↵«FA12»Let no one out of the town!
MAP062,16,2,24,«FB60»«FA18»You can deal with Sydney↵«FA18»and the Blades there.
MAP062,17,1,15,«FB60»«FA12»And Parliament?
MAP062,18,2,34,«FB60» Iʹll deal with those watchdogs...↵ They wonʹt trouble you further.
MAP062,19,1,26,«FB60»«FA0C»And the young Lord Joshua?
MAP062,20,2,30,«FB80»«FA12»...He is my light...my soul.↵«FA02» If aught should befall him...
MAP062,21,2,12,"«FB30»«FA0C»As you wish,↵«FA0C»my lord."
MAP062,22,2,31,«FB30»«FA0C»Am I fated to rot and wither...↵«FA0C»even as I breathe?
MAP083,0,1,25,«F800»«FB20»The door has been locked!
MAP088,0,1,25,«F800»«FB20»The door has been locked!
MAP090,0,1,25,«F800»«FB20»The door has been locked!
MAP100,0,1,12,«FB60»«FA0C»Whatʹs this?
MAP100,1,1,27,"«FB60»«FA0C»Youʹre late, Riskbreaker..."
MAP100,2,3,16,«FB30»«FA0C»Whereʹs Merlose?↵«FA0C»What happened to↵«FA0C»Callo Merlose?
MAP100,3,1,12,«FB60»«FA36»Worry not...
MAP100,4,2,28,«FB30» I sent her to a safe place.↵ She will escape..«F808».«F801»unharmed.
MAP100,5,1,24,«FB60» What has happened here?
MAP100,6,1,18,"«FB60»«FA0C»...look, and know."
MAP100,7,2,30,«FB60»«FA0C»I wanted to help father.↵«FA0C»This city was his only hope...
MAP100,8,1,14,«FB60»«FA0C»You can see...
MAP100,9,1,24,"«FB60»«FA0C»I wanted to help father,"
MAP100,10,2,16,«FB60»«FA0C»as he helped me↵«FA0C»when I was born.
MAP100,11,3,22,"«FB28» He wanted the city↵ destroyed, even if it↵ meant his own death."
MAP100,12,3,23,«FB30» Then he implored me...↵«FA0C»do not let them use↵«FA0C»it...the power.
MAP100,13,2,18,«FB60»«FA24»Stop him...↵«FA24»Stop Guildenstern.
MAP100,14,2,24,«FB58»«FA12»Those who crave the Dark↵«FA12»cannot control the Dark.
MAP100,15,1,31,"«FB90» You must stop him, kill him..."
MAP100,16,2,24,«FB60»«FA12»...before the Dark sucks↵«FA12»his living soul dry.
MAP100,17,1,12,«FB68»«FA0C»Where is he?
MAP100,18,1,18,"«FB60»«FA0C»«F802»Ashley«F814»,«F801» I...Iʹm..."
MAP100,19,1,7,«FB60»«FA12»I know.
MAP101,0,1,18,«FB60» «F802» M—«F804»My love..«F80A».«F802»why«F801»?
MAP101,1,2,21,"«FB60»«FA0C»Forgive me, Samantha.↵«FA0C»I need your soul."
MAP101,2,2,15,«FB60»«FA0C»Our cause needs↵«FA0C»a martyr.
MAP101,3,1,15,«FB60»«FA0C»Y—Your cause...
MAP101,4,2,24,«FB60» There is no...place for↵ me...for our dream...
MAP101,5,2,21,"«FB60»«FA0C»I love you, Samantha.↵«FA0C»As god is my witness."
MAP101,6,1,27,"«FB60»«FA0C»I...too, once thought so..."
MAP101,7,1,14,«FBB8»«FA0C»Guildenstern!!
MAP101,8,2,30,"«FB60»«FA0C»Come, Riskbreaker.↵«FA0C»Your death will be my rebirth!"
MAP101,9,2,20,"«FB60»«FA2A»Come, help celebrate↵«FA3C»my ascension!"
MAP103,0,1,22,«FB60»«FA0C»...Youʹre a brave boy.
MAP103,1,2,33,«FB60»«FA0C»All the excitement at the manor↵«FA0C»got to him. Heʹs not said a word.
MAP103,2,1,16,"«FB60»«FA0C»You hungry, boy?"
MAP103,3,2,17,«FB30»«FA0C»You care well for↵«FA0C»your charges.
MAP103,4,3,31,«FB28»«FA0C»...It was during my days in↵«FA0C»the Peaceguard. There was an↵«FA0C»investigation into an incident.
MAP103,5,3,35,"«FB28»«FA0C»I was part of a special team,↵«FA0C»entrusted with delivering blades↵«FA0C»to rebels in a neighboring kingdom."
MAP103,6,2,24,"«FB60»Apparently, some did not↵reach their destination."
MAP103,7,3,32,«FB60»«FA0C»They claimed some of us were↵«FA0C»making coppers selling the steel↵«FA0C»on the black market.
MAP103,8,2,23,«FB60»«FA0C»...We were all guilty.↵«FA0C»I was not the only one.
MAP103,9,2,17,«FB60»«FA0C»They presented me↵«FA0C»with an offer.
MAP103,10,2,22,"«FB60»«FA0C»Betray my friends,↵«FA0C»and I would walk free."
MAP103,11,2,19,"«FB60»«FA0C»...I had a brother,↵«FA0C»half my age."
MAP103,12,3,23,"«FB30»«FA0C»He was gravely ill, and↵«FA0C»we knew not when he↵«FA0C»would leave us."
MAP103,13,2,20,«FB60»«FA0C»I wanted money...↵«FA0C»I wanted my freedom.
MAP103,14,2,29,"«FB60»«FA0C»I sold my friend, my brother.↵«FA0C»But they did not set me free."
MAP103,15,2,27,"«FB60»«FA0C»When I escaped from prison,↵«FA0C»my brother was dead."
MAP106,0,1,25,«F800»«FB20»The door has been locked!
MAP109,0,1,25,«F800»«FB20»The door has been locked!
MAP121,0,1,25,«F800»«FB20»The door has been locked!
MAP124,0,2,17,«FB60»«FA30»...It is true.↵«FA30»It is as you say.
MAP124,1,3,29,"«FB30» Some parts were added later,↵«FA0C»but the original Kildean↵«FA0C»letters cover every wall."
MAP124,2,3,27,"«FB30»«FA0C»The walls of Leá Monde, all↵«FA0C»carved with these glyphs...↵«FA0C»What do they mean?"
MAP124,3,3,31,«FB30» ...These are the ʺspellsongs.ʺ↵«FA0C»Leá Monde is surrounded by↵«FA0C»sorcery.
MAP124,4,3,25,«FB30»«FA0C»Youʹll likely find them↵«FA0C»on every den and dovecote↵«FA0C»in the city.
MAP124,5,2,27,"«FB60»«FA0C»This city...it is unchanged↵«FA0C»these past 2,000 years."
MAP124,6,3,25,«FB28»«FA0C»Neither the eroding winds↵«FA0C»nor the quake have sapped↵«FA0C»its strength.
MAP124,7,3,29,«FB30» The Dark is strongest toward↵ the center«FA02»--the great↵ cathedral. I have felt it.
MAP124,8,2,20,«FBC0» The entire city is↵ a Circle of Magic!!
MAP124,9,1,10,«FB58»«FA0C»Brilliant!
MAP124,10,3,27,"«FB28»«FA12»A brilliant deduction, my↵«FA0C»good sir! Top of your class↵«FA12»at the academy, indeed."
MAP124,11,1,15,"«FB60»«FA0C»What, you knew?"
MAP124,12,1,16,«FB60»«FA0C»Didnʹt everyone?
MAP124,13,2,23,"«FB58»«FA24»The city is the Circle,↵«FA24»the ʺwellspring.ʺ"
MAP124,14,3,32,«FB28»«FA12»And the ʺbookʺ«FA02»--the Gran↵«FA04» Grimoire«FA02»--for which you seek...↵«FA12»Youʹre standing in it.
MAP124,15,2,18,«FB58»«FA30»Leá Monde is↵«FA30»the Gran Grimoire!
MAP124,16,3,20,«FB30»«FA0C»Why did you not tell↵«FA0C»us? This is betrayal↵«FA0C»most foul!
MAP124,17,2,17,«FB90»«FA0C»Why have you done↵«FA0C»this!?
MAP124,18,3,24,«FB30»«FA0C»Your memory fails you.↵ The Dark holds no power↵«FA0C»over me.
MAP124,19,3,32,«FB28»«FA0C»...Nor do I recall us ever being↵«FA0C»friends. My friendship with↵«FA0C»the duke is fleeting as well.
MAP124,20,1,19,«FB60» Have you no honor?
MAP124,21,3,35,"«FB30»«FA03» That, I do have...and enough sense↵«FA0C»to know not to throw my life↵«FA12»away for some fool cause."
MAP124,22,3,22,«FB30»«FA0C»You are naught but↵«FA0C»a glorified sellsword.↵«FA0C»You disgust me.
MAP124,23,4,27,"«FB30»«FA0C»We live in peaceful, boring↵«FA0C»times. Thereʹs no rank to↵«FA0C»be had in killing on the↵«FA12»fields of war."
MAP124,24,3,25,"«FB60»«FA12»We must seize opportunity↵«FA12»where we find it. Do you↵«FA12»not agree, Guildenstern?"
MAP131,0,1,7,«FBB8»«FA18»Ashle«FC00»y!
MAP131,1,2,21,«FB28»«FA0C»Quickly!↵ Itʹs all collapsing!
MAP131,2,1,17,«FB60»«FA0C»But Agent Riot...
MAP131,3,1,17,«FB60»«FA0C»There is no time!
MAP133,0,1,13,«FBB0»«FA12»Go!! Go now!!
MAP133,1,2,17,«FB60»«FA0C»And what then?↵«FA0C»We are finished!!
MAP133,2,2,22,«FB60»«FA0C»We must tell them what↵«FA0C»has happened here!
MAP133,3,1,13,"«FB60»«FA0C»Flee, Neesa!!"
MAP133,4,2,17,"«FB80» Come back alive,↵«FA0C»Tieger! Alive!!"
MAP133,5,2,21,"«FB58»«FA0C»Now the slowest dance↵«FA0C»begins, partner!"
MAP133,6,2,16,«FB60»«FA0C»ʹTis a fine tomb↵«FA0C»we shall share!
MAP137,0,1,25,"«FB60»«FA0C»Gods be with you«F806»,«F801» Riot..."
MAP137,1,3,18,"«FB90»«FA12»Nooo!↵«FA0C»Hardin, stay here!↵«FA0C»Donʹt go«FC3C»!!"
MAP137,2,1,20,«FB90»«FA0C»«F802»You speak..«F814».«F802»at«FC00» last.
MAP137,3,2,13,«FB60»«FA1E»«F802»The terror«F803»..«F81A».«F803»↵«FA1E»I a«F810»m«F803» so«FC00»rry«F806»...
MAP138,0,1,20,"«FB60»«FA0C»...Well met«F80F»,«F801» Sydney."
MAP138,1,2,24,"«FB60»«FA0C»So, it is done...↵ You have suffered much."
MAP138,2,3,29,"«FB30» I, too, have played my part.↵«FA0C»Let us leave the rest to↵«FA0C»this Ashley."
MAP138,3,2,16,«FB60»«FA2A»He is the one↵«FA2A»you have chosen.
MAP138,4,1,1,«FC3C»
MAP138,5,2,14,«FB60»«FA12»...I know what↵«FA12»must be done.
MAP138,6,2,20,«FB60»«FA12»...I was not much of↵«FA12»a father to you.
MAP138,7,1,19,"«FB90»«FA12»Forgive me, my son."
MAP138,8,1,23,«FA0C»Sire!«F814»!«F801» Your Excellency!
MAP138,9,2,22," Someone, bring water«F81C»!«F801»↵ Our lord has fallen!!"
MAP140,0,1,25,«F800»«FB20»The door has been locked!
MAP142,0,1,25,«F800»«FB20»The door has been locked!
MAP144,0,1,10,«FB60»«FA12»...Hardin.
MAP144,1,2,21,«FB60»«FA0C»What are your designs↵«FA0C»for the Riskbreaker?
MAP144,2,1,27,"«FB60»«FA0C»Not yet figured it out, eh?"
MAP144,3,3,22,"«FB30»«FA0C»I thought so...↵«FA0C»So he is to succeed to↵«FA0C»the legacy, then?"
MAP144,4,1,14,«FB60»«FA0C»Iʹve given up.
MAP144,5,3,20,«FB30» There is no meaning↵ in an ʺincomplete↵«FA0C»death.ʺ
MAP144,6,2,14,«FB30»«FA0C»What are you↵«FA0C»ranting about?
MAP144,7,3,29,«FB28»«FA0C»You do not understand?↵«FA0C»He is the perfect one to rule↵«FA0C»this city of darkness.
MAP144,8,2,23,«FB60»«FA24»He shows all the signs:↵«FA24»he is ready.
MAP144,9,1,27,«FB90»«FA12»That weak—spirited vagrant?
MAP144,10,3,24,«FB30»«FA18»He has the unquestioning↵«FA18»faith of a child in his↵«FA1E»morality.
MAP144,11,3,20,«FB30»«FA12»Better a pious child↵«FA12»than an iniquitous↵«FA12»rogue!
MAP144,12,2,20,"«FB60»«FA12»Unlike you, he would↵«FA12»not misuse the Dark."
MAP144,13,2,29,"«FB60»«FA0C»Why try to harry me, when↵ it is he who has shamed you?"
MAP144,14,2,22,"«FB60»«FA0C»Nonetheless, you could↵«FA0C»not harm me."
MAP144,15,3,25,"«FB30»«FA0C»Your powers hold no sway↵«FA12»over me!↵«FA0C»Prepare yourself, Sydney!"
MAP145,0,1,12,«FBB0»«FA12»Look at you!
MAP145,1,2,17,«FB60»«FA0C»This... This is↵«FA0C»your ʺsuccessorʺ«FA04»?
MAP145,2,3,15,"«FB30»«FA0C»Open your eyes,↵«FA0C»Sydney.↵«FA0C»I am the one!"
MAP145,3,2,24,«FB60»«FA12»Hardin is gone.↵«FA12»Old man Bardorbaʹs next.
MAP145,4,2,27,"«FB60»«FA0C»And, Sydney, your time will↵«FA0C»soon come, I think."
MAP145,5,2,26,«FB60»«FA0C»Youʹd give the city to the↵«FA0C»cardinalʹs motley rabble?
MAP145,6,3,23,«FB30»«FA18»I think not!↵«FA18»Not after the hardships↵«FA18»Iʹve endured!
MAP145,7,2,19,"«FB60»«FA0C»Iʹm sure you agree,↵«FA0C»Sydney."
MAP145,8,3,21,«FB30»«FA0C»It is time.↵«FA0C»I will carry on the↵ legacy in your name.
MAP145,9,2,24,"«FBB0»«FA0C»Now, the rites!↵«FA0C»Name me your successor!!"
MAP145,10,1,13,«FB30»«FA24»I name you...
MAP145,11,3,20,"«FB30»«F800»«FA24»I name you...«F801»↵«FA24»ʺworm,ʺ as you crawl↵«FA24»through the dust."
MAP145,12,3,27,"«FB30»«FA0C»Then keep your immortality.↵«FA0C»Here, let me lighten your↵«FA0C»burden!"
MAP145,13,1,12,«FB60»«FA0C»Ah ha ha ha!
MAP145,14,1,16,«FB60»«FA0C»Ha...heh? What!?
MAP145,15,2,16,«FB60»«FA02» I gave my limbs↵«FA0C»to the gods.
MAP145,16,2,22,«FB60»«FA0C»Perhaps Iʹll add yours↵«FA0C»to the offering!
MAP145,17,2,28,«FB60»«FA0C»When will you learn your↵«FA0C»power is useless against me?
MAP145,18,1,8,«FB60»«FA12»Haa...!?
MAP145,19,2,26,"«FB58»«FA12»Do not forget where you↵«FA0C»are standing, Rosencrantz."
MAP145,20,1,24,«FB90»«FA0C»Y—You have deceived me!?
MAP145,21,2,17,«FB60»«FA18»Iʹve done nothing↵«FA18»so base.
MAP145,22,2,23,«FB60»«FA0C»You deceived yourself↵«FA0C»with a boyʹs daydreams.
MAP148,0,1,5,«FB60»«FA12»Well?
MAP148,1,2,18,«FB60»«FA0C»Just a workshop.↵«FA0C»Nothing else here.
MAP148,2,2,20,«FB60» Weʹve still no word↵ from squad 3.
MAP148,3,2,13,«FB30» Theyʹre dead↵ then...?
MAP148,4,1,19,«FB60» I...I could not...
MAP148,5,2,18,«FB30»«FA0C»Did you not verify↵«FA0C»their corpses?
MAP148,6,1,20,"«FB60»«FA0C»S—Sir, my apologies."
MAP148,7,3,22,«FB30»«FA0C»Coward! Ye are a stain↵«FA0C»on the escutcheon of↵«FA0C»our order.
MAP148,8,2,25,«FB58» The loss of our brothers↵ cannot be helped.
MAP148,9,3,24,«FB28» Pray that fate will not↵ be as cruel a mistress↵«FA0C»to us.
MAP148,10,3,29,«FB28»«FA0C»Search!↵«FA0C»The rathole Müllenkampʹs been↵«FA0C»using is here somewhere! 
MAP148,11,2,14,«FB58»«FA12»Leave no stone↵«FA12»unturned!
MAP148,12,1,4,«FB58»«FA03»«FA12»Sir!
MAP148,13,3,19,"«FB28»«FA12»I, for one, cannot↵«FA0C»leave this accursed↵«FA12»city soon enough."
MAP150,0,2,22,"«FB60»«FA0C»Answer wisely, and you↵«FA0C»may yet live."
MAP150,1,2,17,«FB60»«FA18»Now tell me where↵«FA18»Sydney hides!
MAP150,2,2,20,"«FB60»«FA0C»...Save your breath,↵«FA0C»knight..."
MAP150,3,3,18,«FB30»«FA12»You fools think↵«FA12»the Dark will bend↵«FA12»to you?
MAP150,4,2,18,"«FB60»«FA30»We are prelates of↵«FA30»the Lord, scum."
MAP150,5,2,30,"«FB60»«FA0C»We are not here to bend aught,↵«FA0C»we are come to cleanse!"
MAP150,6,3,25,"«FB30»«FA0C»Now, there is still time.↵«FA0C»Pray...perhaps He will↵«FA0C»forgive."
MAP150,7,2,22,«FB60»«FA0C»And I will pardon your↵«FA0C»sins in His name.
MAP150,8,1,14,«FB60»«FA12»...Go to hell.
MAP150,9,2,23,«FB60» So end those who serve↵«FA0C»the Dark.
MAP150,10,1,14,«FB60»«FA0C»What mean you?
MAP150,11,3,34,"«FB28»«FA0C»The Dark is formless and↵«FA0C»invisible. It invades the body↵ like a plague, an unseen visitor."
MAP150,12,2,19,«FB60»«FA36»Yet those it taints↵«FA36»become...undying.
MAP150,13,1,11,«FB60»«FA0C»Undying...?
MAP150,14,1,21,«FB90»«FA2A»Yes. They do not die.
MAP150,15,3,17,«FB30»«FA12»But...he did die.↵«FA12»Turned to dust...↵«FA12»leaving no trace.
MAP150,16,1,11,«FB60»«FA0C»Did he not?
MAP150,17,1,14,«FB60»«FA0C»What is death?
MAP150,18,2,20,«FB30» Is it the ruination↵«FA0C»of the flesh?
MAP150,19,3,24,"«FB30»«FA18»Surely, that is death,↵«FA18»but it is only one facet↵«FA18»of the truth."
MAP150,20,2,25,«FB60»«FA12»True death...is the death↵«FA12»of the soul.
MAP150,21,2,17,«FB30»«FA0C»And theirs is not↵«FA0C»a true death?
