jp-ja,en-us
"«F79B»しびれ«F79C»«FA0C»移動速度が低下する。↵また,バトルアビリティを使吉できない。",NUMBNESS   Movement speed decreases.↵Battle Abilities cannot be used.
"«F79B»呪い«F79C»«FA0C»STR,INT,AGLの↵すべてが一時的に低下している状態を団す。","CURSE↵STR, INT, and AGL temporarily decreased."
«F79B»リジェネ«F79C»↵一時的にHPの半復速度がアップする。,REGENERATE↵HP recovery speed increases.
«F79B»魔法無効«F79C»«FA0C»自分にかけられた魔法を↵一半だけ確実に無効にする状態を団す。,MAGIC WARD↵Nullifies the next spell cast on target.
«F79B»アイテムダウン«F79C»↵武器や防具の性能が減少している状態を団す。,EQUIP—down↵Weapon and armor temporarily weakened.
«F79B»アイテムアップ«F79C»↵武器や防具の性能を增札している状態を団す。,EQUIP—up↵Weapon and armor temporarily strengthened.
«F79B»アタッチエア«F79F»↑エア«F7A0»«F79C»↵一時的に武器の«F79B»風属性«F79C»の能力がアップする。,+ AIR (AIR—up)↵Weaponʹs air affinity temporarily increases.
«F79B»アタッチファイア«F79F»↑ファイア«F7A0»«F79C»↵一時的に武器の«F79B»火属性«F79C»の能力がアップする。,+ FIRE (FIRE—up)↵Weaponʹs fire affinity temporarily increases.
«F79B»アタッチアース«F79F»↑アース«F7A0»«F79C»↵一時的に武器の«F79B»土属性«F79C»の能力がアップする。,+ EARTH (EARTH—up)↵Weaponʹs earth affinity temporarily increases.
«F79B»アタッチウォーター«F79F»↑ウォーター«F7A0»«F79C»↵一時的に武器の«F79B»水属性«F79C»の能力がアップする。,+ WATER (WATER—up)↵Weaponʹs water affinity temporarily increases.
«F79B»アタッチアース«F79F»↓エア«F7A0»«F79C»↵一時的に武器の«F79B»風属性«F79C»の能力がダウンする。,+ EARTH (AIR—down)↵Weaponʹs air affinity temporarily decreases.
«F79B»アタッチウォーター«F79F»↓ファイア«F7A0»«F79C»↵一時的に武器の«F79B»火属性«F79C»の能力がダウンする。,+ WATER (FIRE—down)↵Weaponʹs fire affinity temporarily decreases.
«F79B»アタッチエア«F79F»↓アース«F7A0»«F79C»↵一時的に武器の«F79B»土属性«F79C»の能力がダウンする。,+ AIR (EARTH—down)↵Weaponʹs earth affinity temporarily decreases.
«F79B»アタッチファイア«F79F»↓ウォーター«F7A0»«F79C»↵一時的に武器の«F79B»水属性«F79C»の能力がダウンする。,+ FIRE (WATER—down)↵Weaponʹs water affinity temporarily decreases.
«F79B»レジストエア«F79F»↑エア«F7A0»«F79C»↵一時的に防具の«F79B»風属性«F79C»の能力がアップする。,RESIST AIR (AIR—up)↵Armorʹs air affinity temporarily increases.
«F79B»レジストファイア«F79F»↑ファイア«F7A0»«F79C»↵一時的に防具の«F79B»火属性«F79C»の能力がアップする。,RESIST FIRE (FIRE—up)↵Armorʹs fire affinity temporarily increases.
«F79B»レジストアース«F79F»↑アース«F7A0»«F79C»↵一時的に防具の«F79B»土属性«F79C»の能力がアップする。,RESIST EARTH (EARTH—up)↵Armorʹs earth affinity temporarily increases.
«F79B»レジストウォーター«F79F»↑ウォーター«F7A0»«F79C»↵一時的に防具の«F79B»水属性«F79C»の能力がアップする。,RESIST WATER (WATER—up)↵Armorʹs water affinity temporarily increases.
«F79B»レジストアース«F79F»↓エア«F7A0»«F79C»↵一時的に防具の«F79B»風属性«F79C»の能力がダウンする。,RESIST EARTH (AIR—down)↵Armorʹs air affinity temporarily decreases.
«F79B»レジストウォーター«F79F»↓ファイア«F7A0»«F79C»↵一時的に防具の«F79B»火属性«F79C»の能力がダウンする。,RESIST WATER (FIRE—down)↵Armorʹs fire affinity temporarily decreases.
«F79B»レジストエア«F79F»↓アース«F7A0»«F79C»↵一時的に防具の«F79B»土属性«F79C»の能力がダウンする。,RESIST AIR (EARTH—down)↵Armorʹs earth affinity temporarily decreases.
«F79B»レジストファイア«F79F»↓ウォーター«F7A0»«F79C»↵一時的に防具の«F79B»水属性«F79C»の能力がダウンする。,RESIST FIRE (WATER—down)↵Armorʹs water affinity temporarily decreases.
«EE»,Hit location defense value vs. physical attacks.↵Armor bonuses not included.
風属性に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. air.↵Armor bonuses not included.
火属性に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. fire.↵Armor bonuses not included.
土属性に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. earth.↵Armor bonuses not included.
水属性に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. water.↵Armor bonuses not included.
神聖属性に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. light.↵Armor bonuses not included.
暗黑属性に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. dark.↵Armor bonuses not included.
仮擊系武器に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. blunt attacks.↵Armor bonuses not included.
切断系武器に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. edged attacks.↵Armor bonuses not included.
貫通系武器に対するリム«F79F»部位«F7A0»の防御値。↵防具の防御値を含まない。,Hit location defense value vs. piercing attacks.↵Armor bonuses not included.
